id,source,target,description,weight,combined_degree
1271,IMPORTER,CE MARKING,Importer must ensure the system bears the required CE marking,8.0,32
1302,IMPORTER,IMPORTER OBLIGATION: IDENTIFICATION LABELING,Importer hasObligation to label the product with contact information,8.0,25
1289,IMPORTER,COMPETENT AUTHORITY,Importer cooperatesWith competent authorities upon request,8.0,41
238,CUSTOMS AUTHORITIES,RISK ANALYTICS AI SYSTEMS,Customs authorities utilize risk analytics AI systems for legitimate law enforcement tasks,8.0,3
233,AI SYSTEMS FOR PREDICTING CRIMINAL BEHAVIOUR,HUMAN ASSESSMENT,AI systems for criminal behaviour prediction are prohibited unless based on objective facts and subjectTo human assessment,8.0,3
2114,COMMISSION,MEMBER STATE,The Commission consults experts designated by each Member State before adopting a delegated act,8.0,87
2107,GUIDELINES,COMMON SPECIFICATIONS,Guidelines take due account of common specifications per Article 96(1),8.0,21
2106,GUIDELINES,HARMONISED STANDARDS,Guidelines take due account of harmonised standards per Article 96(1),8.0,26
694,MARKET SURVEILLANCE AUTHORITY,CONFORMITY ASSESSMENT,Market surveillance authorities can provide exceptions to the conformity assessment obligation under exceptional circumstances,8.0,108
1314,INITIAL PROVIDER,CONFORMITY ASSESSMENT,INITIAL PROVIDER must provide technical assistance for compliance with conformity assessment to the new provider,8.0,22
1312,DISTRIBUTOR,ARTICLE 79(1),Distributor's risk notification requirement is triggered by risks described in ARTICLE 79(1),8.0,19
1345,DEPLOYER,DISTRIBUTOR,Deployer must inform the distributor of a serious incident or when an AI system is not registered,8.0,96
1344,DEPLOYER,IMPORTER,Deployer must inform the importer of a serious incident when the provider is unreachable or in the chain of reporting,8.0,104
1340,MONITORING OBLIGATION,ARTICLE 79(1),Monitoring obligation is triggered by risks defined in Article 79(1),8.0,5
253,REGULATION 2017/745,RECITAL 46,Regulation 2017/745 is referencedInArticle (Recital) 46,8.0,6
2067,AI OFFICE,ARTICLE 93,AI Office informs the Board of measures according to Article 93,8.0,63
2065,INDEPENDENT EXPERTS,EVALUATION OF GPAI MODEL,Independent experts conductEvaluationOf general-purpose AI models on behalf of the Commission,8.0,8
2052,COMPLAINT,PROVIDER OF GENERAL-PURPOSE AI MODEL,Complaint provides evidence of infringement by the provider of a general-purpose AI model,8.0,25
669,NOTIFIED BODIES,CONFORMITY ASSESSMENT,Notified bodies conductEvaluationOf high-risk AI systems as part of third-party conformity assessment,8.0,23
1361,NOTIFICATION TO MARKET SURVEILLANCE AUTHORITY,MARKET SURVEILLANCE AUTHORITY,Notification is submitted to the market surveillance authority,8.0,90
1358,DEPLOYER,NATIONAL DATA PROTECTION AUTHORITY,Deployers cooperatesWith national data protection authorities to implement the Regulation,8.0,86
1316,PRODUCT MANUFACTURER,UNION HARMONISATION LEGISLATION,PRODUCT MANUFACTURER obligations apply to high-risk AI systems that are safety components of products covered by UNION HARMONISATION LEGISLATION,8.0,22
706,CIVIL PROTECTION AUTHORITY,URGENT DEPLOYMENT EXCEPTION,Civil protection authority hasException to use high-risk AI systems without prior authorisation in urgent situations,8.0,5
705,LAW ENFORCEMENT AUTHORITY,URGENT DEPLOYMENT EXCEPTION,Law enforcement authority hasException to use high-risk AI systems without prior authorisation in urgent situations,8.0,30
2079,ARTICLE 92 EVALUATIONS,ARTICLE 90(1)(A),Evaluations regarding systemic risks are initiated following alerts as per Article 90(1)(A),8.0,8
2078,ARTICLE 92 EVALUATIONS,ARTICLE 91,The necessity for evaluations is determined by the insufficiency of information gathered under Article 91,8.0,9
2073,SCIENTIFIC PANEL,ARTICLE 92 EVALUATIONS,Scientific panel provides experts to assist the Commission in conducting evaluations,8.0,27
2068,AI OFFICE,ARTICLE 94,AI Office informs the Board of measures according to Article 94,8.0,64
258,EUROPEAN COMMISSION,UNION HARMONISATION LEGISLATION,The Commission adopts delegated/implementing acts to align Union harmonisation legislation with AI Act requirements,8.0,95
254,REGULATION 2017/746,RECITAL 46,Regulation 2017/746 is referencedInArticle (Recital) 46,8.0,6
677,OPERATORS,CONFORMITY ASSESSMENT,Operators benefit from the reduction of duplication in conformity assessment procedures,8.0,27
2102,CODE OF CONDUCT,NEGATIVE IMPACT ASSESSMENT,Code of conduct may include assessing and preventing negative impact on vulnerable persons per Article 95(2)(e),8.0,24
2101,CODE OF CONDUCT,INCLUSIVE AND DIVERSE DESIGN,Code of conduct may include facilitating inclusive and diverse design per Article 95(2)(d),8.0,24
2100,CODE OF CONDUCT,ENVIRONMENTAL SUSTAINABILITY REQUIREMENT,Code of conduct may include assessing and minimising impact on environmental sustainability per Article 95(2)(b),8.0,24
2099,CODE OF CONDUCT,UNION ETHICAL GUIDELINES FOR TRUSTWORTHY AI,Code of conduct may include applicable elements provided for in Union ethical guidelines for trustworthy AI as per Article 95(2)(a),8.0,24
2096,DEPLOYER,CODE OF CONDUCT,Deployers may draw up codes of conduct per Article 95(3),8.0,103
2095,PROVIDER,CODE OF CONDUCT,Providers may draw up codes of conduct per Article 95(3),8.0,186
2087,PROVIDER OF GENERAL-PURPOSE AI MODEL,ARTICLE 18 REGULATION 2019/1020,Provider is subjectTo procedural rights and obligations as defined in Article 18 of Regulation (EU) 2019/1020,8.0,20
1323,INPUT DATA RELEVANCE,DEPLOYER,Deployer is subjectTo input data relevance requirements if they exercise control over input data,8.0,81
66,PUBLIC AUTHORITY,DEPLOYER,A public authority is a type of entity that qualifies as a deployer,8.0,83
929,EUROPEAN COMMISSION,REGULATION (EU) NO 182/2011,European Commission exercises implementing powers in accordance with REGULATION (EU) NO 182/2011,8.0,84
920,REGULATION EVALUATION AND REVIEW,COUNCIL,European Commission reports REGULATION EVALUATION AND REVIEW to Council,8.0,8
919,REGULATION EVALUATION AND REVIEW,EUROPEAN PARLIAMENT,European Commission reports REGULATION EVALUATION AND REVIEW to European Parliament,8.0,10
967,HIGH-RISK AI SYSTEM,ARTICLE 57,Article 57 applies in specific ways to high-risk systems integrated with Union harmonisation legislation per Article 2(2),8.0,166
1690,WRITTEN PROOF,CONFORMITY ASSESSMENT,Written proof is used to accelerate the conformity assessment process,8.0,22
1689,EXIT REPORT,CONFORMITY ASSESSMENT,Exit report is used to accelerate the conformity assessment process,8.0,28
1688,TESTING IN REAL WORLD CONDITIONS,AI REGULATORY SANDBOX,Testing in real world conditions is an activity that may be included within the sandbox,8.0,41
35,EUROPEAN COUNCIL,AI SYSTEM,"European Council promotes the development of secure, trustworthy, and ethical AI systems",8.0,59
30,PUBLIC AND PRIVATE ACTORS,HARMONISED RULES,Public and private actors are subjectTo obligations and requirements under the harmonised rules,8.0,19
2463,GENERAL-PURPOSE AI MODEL,INPUT AND OUTPUT MODALITIES,General-purpose AI model assessment includes examination of input and output modalities,8.0,47
1669,INDEPENDENT EXPERTS,CODE OF PRACTICE,Independent experts support the process of drawing-up codes of practice,7.0,31
1668,DOWNSTREAM PROVIDERS,CODE OF PRACTICE,Downstream providers support the process of drawing-up codes of practice,7.0,28
1683,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,EXIT REPORT,Board is authorized to access exit reports to inform its tasks,7.0,51
34,SMES,PUBLIC AND PRIVATE ACTORS,SMEs are a subset of public and private actors receiving specific support,7.0,3
1724,AI REGULATORY SANDBOX,STANDARDISATION ORGANISATION,Standardisation organisations are relevant actors that may cooperate with sandboxes,7.0,29
513,AI VALUE CHAIN PARTIES,INTELLECTUAL PROPERTY RIGHTS,AI value chain parties must balance compliance with the protection of intellectual property rights,7.0,6
514,AI VALUE CHAIN PARTIES,TRADE SECRETS,AI value chain parties must balance compliance with the protection of trade secrets,7.0,6
480,PUBLIC AUTHORITY,QUALITY MANAGEMENT SYSTEM,Public authorities may adopt and implement rules for the quality management system as part of national or regional systems,7.0,24
895,MEMBER STATES,NE BIS IN IDEM PRINCIPLE,Member States must respect the ne bis in idem principle when laying down penalties,7.0,41
1732,PROSPECTIVE PROVIDER,TESTING AND EXPERIMENTATION FACILITY,Prospective providers are directed to testing and experimentation facilities for support,7.0,14
2080,ARTICLE 92 EVALUATIONS,ARTICLE 68,Evaluations involve independent experts and panel members established under Article 68,7.0,9
1620,PROVIDER OF GENERAL-PURPOSE AI MODELS,REASSESSMENT OF SYSTEMIC RISK,Provider of general-purpose AI models hasObligation/right to request reassessment of systemic risk designation,7.0,18
1362,AI OFFICE,FUNDAMENTAL RIGHTS IMPACT ASSESSMENT,AI Office providesInstructionsTo (via template) deployers conducting fundamental rights impact assessments,7.0,78
1687,EXIT REPORT,SINGLE INFORMATION PLATFORM,Exit report may be made available through the single information platform under specific agreement,7.0,12
925,HIGH-RISK AI SYSTEM,VOLUNTARY COMPLIANCE,Providers of high-risk AI systems are encouraged to adopt VOLUNTARY COMPLIANCE,7.0,160
1746,MONITORING MECHANISMS,ARTICLE 35 OF REGULATION (EU) 2016/679,Monitoring mechanisms are used to identify risks referred to in Article 35 of Regulation (EU) 2016/679,7.0,4
1665,CIVIL SOCIETY ORGANISATIONS,CODE OF PRACTICE,Civil society organisations support the process of drawing-up codes of practice,7.0,29
1666,INDUSTRY,CODE OF PRACTICE,Industry supports the process of drawing-up codes of practice,7.0,28
1667,ACADEMIA,CODE OF PRACTICE,Academia supports the process of drawing-up codes of practice,7.0,29
2103,CIVIL SOCIETY ORGANISATIONS,CODE OF CONDUCT,Civil society organisations may be involved in drawing up codes of conduct per Article 95(3),7.0,26
878,CODE OF CONDUCT,NON-HIGH-RISK AI SYSTEM,Code of conduct appliesTo providers and systems that are not high-risk,7.0,24
702,MEMBER STATES,HIGH-RISK AI SYSTEM,Member States are obligated to not create unjustified obstacles for compliant high-risk AI systems,7.0,199
234,MEMBER STATES,ARTICLE 5,"Member States are subjectTo provisions of Article 5, subject to specific opt-outs for Denmark and Ireland",7.0,67
2104,ACADEMIA,CODE OF CONDUCT,Academia may be involved in drawing up codes of conduct per Article 95(3),7.0,26
2097,AI OFFICE,SME,AI Office must take into account the needs of SMEs when facilitating codes of conduct per Article 95(4),7.0,79
880,CODE OF CONDUCT,UNION ETHICS GUIDELINES FOR TRUSTWORTHY AI,Code of conduct isBasedOn elements of the Union Ethics Guidelines for Trustworthy AI,7.0,24
2105,COMMISSION,LOCAL PUBLIC AUTHORITIES,Commission must pay attention to the needs of local public authorities when issuing guidelines per Article 96(1),7.0,80
1815,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,CONFORMITY ASSESSMENT,Board contributes to the harmonisation of administrative practices regarding conformity assessment procedures,7.0,63
1817,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,DELEGATED ACT,Board provides opinions on the preparation of delegated acts,7.0,73
505,EUROPEAN COMMISSION,VOLUNTARY MODEL CONTRACTUAL TERMS,European Commission develops and recommends voluntary model contractual terms,7.0,84
1759,MARKET SURVEILLANCE AUTHORITY,EXTENSION OF TESTING,Market surveillance authority receives prior notification for extension of testing,7.0,90
460,EUROPEAN COMMISSION,METROLOGY AND BENCHMARKING AUTHORITIES,European Commission cooperatesWith metrology and benchmarking authorities,7.0,85
1823,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,ARTICLE 57,Board contributes to harmonisation of practices definedInArticle 57,7.0,50
844,POST-MARKET MONITORING SYSTEM,DEPLOYER,Post-market monitoring system hasException regarding sensitive operational data of law enforcement deployers,7.0,89
1797,EUROPEAN DATA PROTECTION SUPERVISOR,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,The EDPS participates as an observer in the Board per Article 65(2),7.0,58
467,EU DECLARATION OF CONFORMITY,REGULATION ON HORIZONTAL CYBERSECURITY REQUIREMENTS FOR PRODUCTS WITH DIGITAL ELEMENTS,EU declaration of conformity provides documentation to show compliance with horizontal cybersecurity requirements,7.0,17
1588,TRANSPARENCY OBLIGATION,ACCESSIBILITY REQUIREMENTS,Transparency obligations must meet Accessibility Requirements,7.0,18
1090,MEMBER STATE,REAL-TIME REMOTE BIOMETRIC IDENTIFICATION SYSTEM,Member State defines the national legal framework for the use of real-time remote biometric identification systems,7.0,42
1366,FUNDAMENTAL RIGHTS IMPACT ASSESSMENT,DATA PROTECTION IMPACT ASSESSMENT,Fundamental rights impact assessment may complement a data protection impact assessment if obligations are already met,7.0,19
1377,COMMISSION,CONFORMITY ASSESSMENT BODY,Commission conductsEvaluationOf notification to raise potential objections per Article 30(4),7.0,88
261,RECITAL 48,FUNDAMENTAL RIGHTS,Fundamental rights are discussed and listed in Recital 48,7.0,4
695,LAW ENFORCEMENT AUTHORITY,HIGH-RISK AI SYSTEM,Law enforcement authority appliesTo high-risk AI systems when putting them into service without prior authorisation in justified situations,7.0,187
696,CIVIL PROTECTION AUTHORITY,HIGH-RISK AI SYSTEM,Civil protection authority appliesTo high-risk AI systems when putting them into service without prior authorisation in justified situations,7.0,162
537,QUESTIONNAIRE TEMPLATE,FUNDAMENTAL RIGHTS IMPACT ASSESSMENT,Questionnaire template facilitates the compliance of the fundamental rights impact assessment obligation per Recital 96,7.0,18
799,DIGITAL EUROPE PROGRAMME,COMPLIANCE WITH THIS REGULATION,Digital Europe Programme contributes to the achievement of the objectives of this Regulation,7.0,6
1822,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,ARTICLE 67,Board interacts with the Advisory Forum definedInArticle 67,7.0,46
810,SCIENTIFIC PANEL,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,Scientific panel is integrated into the Board to provide scientific input,7.0,63
1824,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,ARTICLE 59,Board contributes to harmonisation of practices definedInArticle 59,7.0,45
2309,EUROPEAN ARTIFICIAL INTELLIGENCE OFFICE,DIRECTIVE (EU) 2019/1937,"The AI Office acts as a potential recipient or oversight body for complaints related to AI system breaches, aligning with the whistleblower protections in Directive (EU) 2019/1937",7.0,6
1826,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,ARTICLE 71,Board reviews the EU database definedInArticle 71,7.0,50
1825,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,ARTICLE 60,Board contributes to harmonisation of practices definedInArticle 60,7.0,50
2296,UNFAIR COMMERCIAL PRACTICES DIRECTIVE,AISYSTEM,AI systems influencing consumer behavior are subjectTo the Unfair Commercial Practices Directive,7.0,8
721,AI MODEL,TECHNICAL SOLUTIONS FOR MARKING,Technical solutions can be implemented at the AI model level,7.0,5
1827,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,ARTICLE 73,Board reviews serious incident reports definedInArticle 73,7.0,48
1836,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,AI REGULATORY SANDBOXES,The Board assists the AI Office in supporting national competent authorities with AI regulatory sandboxes,7.0,48
1596,SCIENTIFIC PANEL,GENERAL-PURPOSE AI MODEL WITH SYSTEMIC RISK,Scientific panel provides qualified alerts to Commission regarding Systemic Risk classification,7.0,36
675,ENVIRONMENTAL AND SOCIAL STAKEHOLDERS,HARMONISED STANDARDS,Environmental and social stakeholders are stakeholders that should be involved in the development of harmonised standards,7.0,20
674,CONSUMER ORGANISATIONS,HARMONISED STANDARDS,Consumer organisations are stakeholders that should be involved in the development of harmonised standards,7.0,21
673,SME,HARMONISED STANDARDS,SMEs are stakeholders that should be involved in the development of harmonised standards,7.0,36
2260,EVALUATION AND REVIEW REPORT,COMMON SPECIFICATIONS,Evaluation and review report assesses the adoption of common specifications,7.0,21
1884,NATIONAL COMPETENT AUTHORITY,GUIDANCE AND ADVICE OBLIGATION,National competent authorities may provide guidance and advice to SMEs and others,7.0,50
549,EUROPEAN ARTIFICIAL INTELLIGENCE OFFICE,COMPLIANCE QUESTIONNAIRE TEMPLATE,European Artificial Intelligence Office providesInstructionsTo deployers via the questionnaire template,7.0,5
778,NOTIFIED BODY,SME,Notified body must take specific interests/needs of SMEs into account when setting conformity assessment fees,7.0,79
1840,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,HARMONISED STANDARDS,The Board's work involves the standards referred to in Article 40,7.0,62
1841,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,COMMON SPECIFICATIONS,The Board's work involves the specifications referred to in Article 41,7.0,57
422,RECITAL 67,PRIVACY-PRESERVING TECHNIQUES,Privacy-preserving techniques in data sets are addressed in Article 67,7.0,6
434,COMPETENT AUTHORITY,HIGH-RISK AI SYSTEM,Competent authorities may support the provision of high-quality data for the development and assessment of high-risk AI systems,7.0,176
2282,REGULATION (EU) 2022/2065 (DIGITAL SERVICES ACT),DIRECTIVE 2000/31/EC,Regulation (EU) 2022/2065 amends Directive 2000/31/EC,7.0,2
637,SCIENTIFIC PANEL,CODE OF PRACTICE,Scientific panel providesInstructionsTo the AI Office for the drawing up of codes of practice,7.0,46
728,CODE OF PRACTICE,TRANSPARENCY OBLIGATION,Code of practice supports effective implementation of transparency obligations,7.0,43
734,LABELING OBLIGATION FOR TEXT,HOSTING SERVICES,Labeling obligation is independent of the obligations of hosting services under Regulation (EU) 2022/2065,7.0,5
216,COMMISSION,NOTIFICATION OF NATIONAL RULES,Commission enforces notification obligation for national rules,7.0,81
2290,DIGITAL SERVICES ACT,EU AI ACT,The Digital Services Act interacts with the EU AI Act regarding digital market regulation,7.0,3
2295,DIGITAL SERVICES ACT,AISYSTEM,The Digital Services Act appliesThroughout to AI systems that function as online platforms or intermediaries,7.0,9
414,PROVIDER,RECITAL 68,Provider's role in development and access is definedInArticle (recital) 68,7.0,168
417,DATA SETS,PRIVACY-PRESERVING TECHNIQUES,Use of privacy-preserving techniques is permitted and should not be affected by data set requirements,7.0,6
536,AI OFFICE,QUESTIONNAIRE TEMPLATE,AI Office creates the questionnaire template to facilitate compliance per Recital 96,7.0,64
800,HORIZON EUROPE,COMPLIANCE WITH THIS REGULATION,Horizon Europe contributes to the achievement of the objectives of this Regulation,7.0,5
801,MEMBER STATES,TRANSLATION COSTS,Member States should ensure accepted languages for documentation are widely understood to help reduce translation costs for operators,7.0,41
802,EUROPEAN COMMISSION,PUBLIC PROCUREMENT PROCEDURES,The Commission should evaluate and promote best practices in public procurement regarding AI systems,7.0,85
542,STAKEHOLDER,FUNDAMENTAL RIGHTS IMPACT ASSESSMENT,Stakeholders cooperateWith the deployer to provide information and perform the fundamental rights impact assessment per Recital 96,7.0,17
1871,MEMBER STATES,FEE PAYMENT OBLIGATION,Member States haveObligation to pay fees for expert support as set out in the implementing act,7.0,41
1901,FINANCIAL INSTITUTION,POST-MARKET MONITORING SYSTEM,ReducedObligationsApplyTo financial institutions regarding the integration of post-market monitoring plans under specific conditions,7.0,16
2259,EVALUATION AND REVIEW REPORT,HARMONISED STANDARDS,Evaluation and review report assesses the adoption of harmonised standards,7.0,26
1987,EUROPEAN COMMISSION,REGULATORY AUTHORITIES OF THIRD COUNTRIES,European Commission cooperatesWith regulatory authorities of third countries for information exchange,7.0,84
1416,NOTIFIED BODY,EUROPEAN STANDARDISATION ORGANISATIONS,Notified body cooperatesWith or participates in European standardisation organisations,7.0,65
658,SME,HARMONISED STANDARD,SME cooperatesWith others in the development of harmonised standards,7.0,26
659,CONSUMER ORGANISATIONS,HARMONISED STANDARD,Consumer organisations cooperateWith others in the development of harmonised standards,7.0,11
200,MARKET SURVEILLANCE AUTHORITY,ANNUAL REPORTING,Market surveillance authority hasObligation to submit annual reports on system use to the Commission,7.0,90
201,NATIONAL DATA PROTECTION AUTHORITY,ANNUAL REPORTING,National data protection authority hasObligation to submit annual reports on system use to the Commission,7.0,8
203,NATIONAL DATA PROTECTION AUTHORITY,EUROPEAN COMMISSION,National data protection authority reports usage data to the European Commission,7.0,89
41,EMPLOYERS,WORKERS,Employers and workers maintain their rights regarding collective agreements and industrial relations as acknowledged in the Regulation,7.0,2
1198,BENCHMARKS AND MEASUREMENT METHODOLOGIES,METROLOGY AND BENCHMARKING AUTHORITIES,BENCHMARKS AND MEASUREMENT METHODOLOGIES developed in cooperation with METROLOGY AND BENCHMARKING AUTHORITIES,7.0,4
1971,COMMISSION,NOTIFICATION OF LIST OF AUTHORITIES,Commission receives notification of the list of authorities from Member States,7.0,80
626,OPEN-SOURCE GPAI MODEL,GENERAL-PURPOSE AI MODEL WITH SYSTEMIC RISK,"Open-source GPAI models can be classified as having systemic risk, requiring compliance measures that are more difficult to implement after release",7.0,17
786,MEMBER STATES,STANDARDISATION DEVELOPMENT PROCESSES,Member States haveObligation to facilitate SME participation in standardisation development processes,7.0,41
1524,ANNEX I AI SYSTEM,CERTIFICATE EXTENSION,Annex I AI systems haveCertificateExtension validity up to five years,7.0,3
1525,ANNEX III AI SYSTEM,CERTIFICATE EXTENSION,Annex III AI systems haveCertificateExtension validity up to four years,7.0,3
1535,HIGH-RISK AI SYSTEM,ANNEX I,High-risk AI systems related to products in Annex I must follow specific conformity derogations,7.0,166
308,REMOTE BIOMETRIC IDENTIFICATION SYSTEM,RECITAL 54,Remote biometric identification system is definedInArticle 54,7.0,17
1892,NATIONAL COMPETENT AUTHORITY,SME,National competent authorities provide instructionsTo SMEs regarding implementation of the Regulation,7.0,66
749,NATIONAL COMPETENT AUTHORITY,TESTING AND EXPERIMENTATION FACILITY,National competent authorities may cooperate with testing and experimentation facilities,7.0,51
600,SME,MODEL MODIFICATION,SMEs benefit from reduced obligations regarding documentation for model modifications to prevent excessive costs,7.0,19
211,LAW ENFORCEMENT AUTHORITY,REFERENCE DATABASE OF PERSONS,Law enforcement authority must ensure the reference database of persons is appropriate for the use case,7.0,29
309,CRITICAL INFRASTRUCTURE SAFETY COMPONENT,RECITAL 55,Critical infrastructure safety component is definedInArticle 55,7.0,6
1477,MEMBER STATE,COMMON SPECIFICATIONS,Member States review common specifications and inform the Commission if they are insufficient,7.0,23
163,MACHINE-BRAIN INTERFACES,MANIPULATIVE OR DECEPTIVE AI SYSTEM,Machine-brain interfaces isBasedOn manipulative or deceptive techniques,7.0,9
1676,EUROPEAN COMMISSION,AI REGULATORY SANDBOX,European Commission may provide technical support for AI regulatory sandboxes,7.0,110
14,HARMONISED RULES,EUROPEAN DATA PROTECTION BOARD,The AI Act requires consultation with the European Data Protection Board regarding specific data processing rules,7.0,19
2471,COMPUTE METRIC,REGULATION 2024/1689,Compute metric requirements are definedIn the context of the AI Act,7.0,11
1010,HARMONISED STANDARD,COMMON SPECIFICATION,Both function as a means to meet requirements and are regulatedBy Regulation (EU) No 1025/2012,7.0,10
1489,COMMISSION,ARTICLE 42,Commission maintains the legal framework relating to common specifications associated with Article 42 conformity,7.0,82
750,NATIONAL COMPETENT AUTHORITY,EUROPEAN DIGITAL INNOVATION HUB,National competent authorities may cooperate with European Digital Innovation Hubs,7.0,51
751,NATIONAL COMPETENT AUTHORITY,STANDARDISATION ORGANISATION,National competent authorities may cooperate with standardisation organisations,7.0,51
2408,AUTHORISED REPRESENTATIVE,QUALITY MANAGEMENT SYSTEM,The authorised representative is responsible for ensuring the QMS meets requirements during application procedures,7.0,48
48,PROVIDER,DATA CONTROLLER,Provider may act in the role of data controller or processor when involved in AI system design/development,7.0,165
49,DEPLOYER,DATA CONTROLLER,Deployer may act in the role of data controller or processor when using AI systems,7.0,82
1684,COMPETENT AUTHORITY,AI ECOSYSTEM,Competent authority may allow for the involvement of other actors within the AI ecosystem in sandboxes,6.0,18
874,CODE OF CONDUCT,PROVIDER OF GENERAL-PURPOSE AI MODEL,Code of conduct appliesTo/encourages providers to adopt voluntary standards,6.0,42
516,FREE AND OPEN-SOURCE LICENCE,MODEL CARDS,Developers using free and open-source licenses are encouraged to implement model cards,6.0,6
2310,REGULATION (EU) 2023/988,DIRECTIVE (EU) 2019/1937,Both regulations provide frameworks for reporting breaches and ensuring product safety in the EU market,6.0,5
550,COMPLIANCE QUESTIONNAIRE TEMPLATE,DEPLOYER,Compliance questionnaire template reduces the administrative burden for deployers,6.0,82
884,AI LITERACY MEASURES,CODE OF CONDUCT,AI literacy measures are components that can be included in voluntary codes of conduct,6.0,24
770,NOTIFIED BODY,AI REGULATORY SANDBOX,Notified body may be involved within the AI ecosystem of the sandbox,5.0,89
763,EUROPEAN DIGITAL INNOVATION HUB,AI REGULATORY SANDBOX,European Digital Innovation Hub may be involved within the AI ecosystem of the sandbox,5.0,29
762,NATIONAL STANDARDISATION ORGANISATION,AI REGULATORY SANDBOX,National standardisation organisation may be involved within the AI ecosystem of the sandbox,5.0,28
2451,GENERAL-PURPOSE AI MODEL,TECHNICAL DOCUMENTATION,"The general-purpose AI model is inextricably linked to the requirement for technical documentation, as it serves as the essential subject matter for such records. Consequently, these technical documentation requirements are specifically designed to address and describe the general-purpose AI model in detail.",2.0,92
606,HIGH-IMPACT CAPABILITIES,GENERAL-PURPOSE AI MODEL WITH SYSTEMIC RISKS,"**High-Impact Capabilities** are considered the primary driver for classifying a **General-Purpose AI Model with Systemic Risks**. In this relationship, the **General-Purpose AI Model with Systemic Risks** is fundamentally *based on* these **High-Impact Capabilities**. Consequently, the presence of such advanced, far-reaching abilities is the critical factor that designates an AI model as posing systemic risks, necessitating distinct categorization and oversight.",2.0,11
1155,SPECIAL CATEGORIES OF PERSONAL DATA,BIAS DETECTION AND CORRECTION,"**SPECIAL CATEGORIES OF PERSONAL DATA** and **BIAS DETECTION AND CORRECTION** are intrinsically linked within the specified operational guidelines. The processing of **SPECIAL CATEGORIES OF PERSONAL DATA** is strictly restricted, serving exclusively the purpose of **BIAS DETECTION AND CORRECTION**. Furthermore, such processing is subject to a strict necessity test: **SPECIAL CATEGORIES OF PERSONAL DATA** may only be utilized for this purpose if it has been determined that the objectives of **BIAS DETECTION AND CORRECTION** cannot be effectively achieved through the use of alternative, non-sensitive data sources.",2.0,8
1855,EUROPEAN COMMISSION,ARTICLE 98(2),Implementing act for scientific panel is adopted in accordance with Article 98(2),2.0,89
1674,AI REGULATORY SANDBOX,ARTICLE 57,"The AI Regulatory Sandbox, as established under the provisions of Article 57, serves as a formal framework for the controlled testing and development of artificial intelligence systems. Article 57 serves as the governing legislative foundation, outlining not only the legal definition and parameters of the AI regulatory sandbox but also the comprehensive requirements for its establishment and ongoing operation. By grounding these sandboxes within Article 57, the regulatory structure ensures that the development, deployment, and testing of AI technologies occur within a defined, supervised, and compliant environment.",2.0,34
36,EUROPEAN PARLIAMENT,AI SYSTEM,European Parliament ensures the protection of ethical principles in the development of AI systems,1.0,65
1324,VOLUNTARY MODEL TERMS,PROVIDER,Voluntary model terms provideInstructionsTo providers regarding contractual requirements with third parties,1.0,165
27,ETHICS GUIDELINES FOR TRUSTWORTHY AI,HIGH-RISK AI SYSTEM,Ethics guidelines for trustworthy AI guide the development of high-risk AI systems,1.0,161
21,HIGH-RISK AI SYSTEM,HARMONISED RULES,High-risk AI systems must adhere to common rules to ensure protection of public interests,1.0,176
2462,ARTICLE 53,ANNEX XII,ARTICLE 53 mandates the transparency information detailed in ANNEX XII,1.0,11
932,EUROPEAN COMMISSION,ARTICLE 5 TEU,European Commission acts in accordance with the principles set out in ARTICLE 5 TEU,1.0,84
940,GENERAL-PURPOSE AI MODEL,CODE OF PRACTICE,General-purpose AI models are subjectTo requirements that can be met via codes of practice,1.0,72
2394,NOTIFIED BODY,EU DECLARATION OF CONFORMITY,Notified body is referenced in the EU declaration of conformity when involved in the assessment process,1.0,76
926,PROHIBITED PRACTICES,EARLY APPLICATION DATE,Prohibitions defined in the Regulation apply from the EARLY APPLICATION DATE,1.0,3
5,AI SYSTEM,FUNDAMENTAL RIGHTS,Regulation ensures AI systems protect fundamental rights from harmful effects,1.0,61
10,OPERATORS,INTERNAL MARKET INTEGRATION,Operators benefit from the Internal Market Integration by having consistent rules across borders,1.0,8
44,OPERATORS,RECORD-KEEPING,Operators are subjectTo record-keeping requirements,1.0,15
885,INCLUSIVE AND DIVERSE DESIGN,CODE OF CONDUCT,Inclusive and diverse design is a recommended element for voluntary codes of conduct,1.0,24
2411,AI SYSTEM,"CHAPTER III, SECTION 2","AI systems must be in conformity with the requirements set out in Chapter III, Section 2",1.0,67
